app_id,name,price,genres,tags,platforms,positive_review_ratio,num_reviews
100026,Game_26,7.58,RPG|Sports|Indie,Competitive|Multiplayer|Co-op,Mac|Windows|Linux,0.71,39055
100027,Game_27,47.64,Simulation|Strategy,Co-op|Multiplayer|Story Rich,Windows|Linux,0.8,51255
100028,Game_28,17.76,Simulation|Adventure,Competitive|Open World,Windows|Linux|Mac,0.97,10825
100029,Game_29,34.23,Indie,Multiplayer|Competitive,Windows,0.91,63774
100030,Game_30,58.17,Adventure,Multiplayer|Open World|Singleplayer|Competitive,Mac|Windows|Linux,0.69,63296
100031,Game_31,1.99,Simulation|Action,Singleplayer|Co-op|Multiplayer|Competitive,Mac,0.68,19863
100032,Game_32,52.57,Indie,Open World|Story Rich,Windows|Mac|Linux,0.6,50374
100033,Game_33,52.85,Action|Simulation|Sports,Singleplayer|Co-op|Story Rich|Competitive,Linux|Mac|Windows,0.68,65831
100034,Game_34,8.23,Indie,Multiplayer|Open World,Mac|Windows,0.88,23137
100035,Game_35,46.22,Action|RPG,Story Rich|Competitive,Mac|Linux|Windows,0.78,6729
100036,Game_36,44.56,Action|Sports|Indie,Open World|Co-op|Multiplayer,Windows|Mac,0.77,9373
100037,Game_37,16.36,Action|Adventure|Indie,Open World|Co-op|Competitive,Windows|Mac|Linux,0.76,30101
100038,Game_38,37.32,RPG,Singleplayer|Open World|Story Rich,Mac,0.75,89555
100039,Game_39,35.07,Sports,Competitive|Story Rich,Mac,0.96,71438
100040,Game_40,44.3,Indie|RPG,Competitive|Co-op|Open World|Multiplayer,Mac|Windows,0.73,93552
100041,Game_41,16.08,RPG|Simulation|Strategy,Story Rich|Multiplayer,Linux|Windows,0.76,4105
100042,Game_42,28.92,Strategy,Competitive|Story Rich,Windows|Mac|Linux,0.64,61624
100043,Game_43,59.34,Adventure|Strategy,Competitive|Multiplayer|Story Rich,Windows|Linux,0.74,53724
100044,Game_44,35.09,Sports,Multiplayer|Story Rich|Open World|Competitive,Windows,0.9,97485
100045,Game_45,9.16,RPG,Competitive|Co-op|Singleplayer,Windows|Mac|Linux,0.73,35821
100046,Game_46,46.24,Adventure,Multiplayer|Open World|Competitive,Mac|Linux|Windows,0.76,32689
100047,Game_47,25.09,Action,Singleplayer|Co-op,Windows|Mac|Linux,0.75,72741
100048,Game_48,27.1,RPG|Simulation,Story Rich|Co-op,Linux|Windows|Mac,0.71,25301
100049,Game_49,4.65,Action|Indie|Adventure,Competitive|Story Rich,Windows|Linux,0.68,31706
100050,Game_50,19.9,RPG|Action|Indie,Singleplayer|Story Rich|Open World|Co-op,Mac,0.66,12232
100051,Game_51,15.3,RPG|Simulation,Co-op|Open World,Mac,0.84,69072
100052,Game_52,12.8,Adventure|Simulation,Open World|Singleplayer,Linux,0.81,31355
100053,Game_53,4.43,Strategy|Sports,Singleplayer|Story Rich,Windows|Linux,0.86,58889
100054,Game_54,37.83,Strategy|Simulation,Singleplayer|Co-op|Multiplayer,Windows|Mac,0.85,24281
100055,Game_55,47.22,RPG|Indie,Multiplayer|Competitive|Co-op|Story Rich,Mac,0.88,33480
100056,Game_56,49.47,Strategy,Competitive|Co-op|Singleplayer,Mac|Linux,0.78,23387
100057,Game_57,3.9,Simulation|Adventure|Indie,Open World|Story Rich,Windows|Linux,0.92,17166
100058,Game_58,21.4,Adventure|RPG,Singleplayer|Open World,Windows,0.74,5452
100059,Game_59,19.38,Adventure|Action,Co-op|Story Rich|Competitive|Open World,Windows|Mac,0.83,97065
100060,Game_60,57.17,Strategy,Competitive|Story Rich|Singleplayer,Windows|Linux,0.65,26092
100061,Game_61,12.99,Adventure,Story Rich|Open World|Competitive|Multiplayer,Mac,0.69,28414
100062,Game_62,2.98,RPG|Adventure|Sports,Open World|Competitive,Windows|Mac,0.94,47441
100063,Game_63,13.63,Simulation|Action,Open World|Multiplayer|Story Rich,Windows|Mac,0.87,55809
100064,Game_64,13.77,Indie,Singleplayer|Multiplayer|Competitive,Mac|Windows,0.72,90317
100065,Game_65,42.91,Sports|Indie,Competitive|Open World|Story Rich,Linux|Mac,0.73,73231
100066,Game_66,55.79,Adventure,Competitive|Story Rich|Singleplayer,Linux|Mac,0.65,87424
100067,Game_67,13.6,Strategy|Action|Sports,Competitive|Singleplayer|Multiplayer|Co-op,Windows|Mac|Linux,0.95,87535
100068,Game_68,55.02,Sports|Simulation,Story Rich|Open World,Mac|Linux,0.73,33085
100069,Game_69,13.72,Strategy|RPG|Indie,Co-op|Multiplayer,Mac,0.7,51283
100070,Game_70,35.92,RPG|Simulation,Singleplayer|Multiplayer|Competitive,Windows|Linux,0.88,66868
100071,Game_71,40.62,RPG|Simulation|Indie,Open World|Multiplayer|Competitive,Mac|Windows|Linux,0.83,94621
100072,Game_72,54.73,RPG|Simulation|Sports,Open World|Co-op|Story Rich,Mac|Linux,0.62,28659
100073,Game_73,47.26,RPG|Simulation|Indie,Singleplayer|Story Rich|Competitive,Linux|Windows,0.6,1053
100074,Game_74,9.73,RPG|Sports|Strategy,Competitive|Story Rich,Windows,0.92,4907
100075,Game_75,45.55,RPG,Singleplayer|Competitive|Open World,Mac,0.98,88600
100076,Game_76,40.36,RPG|Strategy,Multiplayer|Competitive,Mac,0.87,45444
100077,Game_77,58.14,Indie|Adventure|Simulation,Competitive|Co-op|Multiplayer|Singleplayer,Linux,0.65,43287
100078,Game_78,33.82,RPG|Adventure,Multiplayer|Open World,Windows|Linux|Mac,0.91,50715
100079,Game_79,47.86,Action|Strategy,Open World|Co-op|Story Rich|Competitive,Linux,0.9,36237
100080,Game_80,18.89,Action|Simulation,Story Rich|Open World,Mac|Windows,0.88,17394
100081,Game_81,28.95,Action|Adventure,Singleplayer|Co-op|Multiplayer|Competitive,Mac|Windows,0.71,42675
100082,Game_82,26.85,Indie|Sports,Multiplayer|Singleplayer,Linux|Mac,0.75,4191
100083,Game_83,5.54,Indie,Multiplayer|Co-op|Competitive|Singleplayer,Mac|Linux,0.93,9593
100084,Game_84,12.92,Adventure|Strategy|Indie,Story Rich|Co-op|Multiplayer,Linux,0.91,80489
100085,Game_85,8.27,Indie,Co-op|Singleplayer,Mac|Linux,0.89,77406
100086,Game_86,41.54,Action,Competitive|Singleplayer|Open World|Story Rich,Mac,0.98,68598
100087,Game_87,55.61,RPG|Sports,Open World|Singleplayer|Co-op|Multiplayer,Linux|Mac,0.6,13050
100088,Game_88,39.25,Simulation,Story Rich|Co-op|Open World,Windows|Linux|Mac,0.9,45239
100089,Game_89,56.99,Strategy|RPG,Open World|Story Rich|Competitive,Mac|Linux|Windows,0.83,48698
100090,Game_90,47.48,Sports|Strategy,Singleplayer|Story Rich,Mac,0.86,19813
100091,Game_91,7.52,Adventure|Strategy|Action,Story Rich|Multiplayer,Linux,0.62,76645
100092,Game_92,37.57,Adventure|Simulation|Strategy,Multiplayer|Competitive,Mac|Linux|Windows,0.79,72901
100093,Game_93,2.76,RPG|Strategy,Singleplayer|Competitive|Multiplayer,Mac|Windows|Linux,0.91,61170
100094,Game_94,30.99,Sports,Open World|Singleplayer|Co-op,Linux,0.7,34287
100095,Game_95,47.05,Indie|Sports,Open World|Co-op|Competitive|Story Rich,Linux|Windows,0.73,9660
100096,Game_96,41.59,Simulation,Singleplayer|Story Rich|Competitive,Linux|Windows|Mac,0.67,12288
100097,Game_97,2.99,Action|Strategy,Multiplayer|Competitive,Mac,0.61,71076
100098,Game_98,54.29,Adventure,Co-op|Story Rich|Open World,Mac|Linux,0.83,20776
100099,Game_99,6.92,Simulation,Singleplayer|Competitive|Story Rich|Co-op,Mac|Linux,0.88,75510
100100,Game_100,12.79,Indie|RPG|Simulation,Open World|Singleplayer|Multiplayer|Competitive,Windows,0.82,63996
100101,Game_101,33.71,RPG|Sports|Indie,Competitive|Open World,Linux|Mac|Windows,0.62,95640
100102,Game_102,56.91,Sports,Co-op|Story Rich,Linux,0.95,79751
100103,Game_103,31.37,Action|Indie|Simulation,Singleplayer|Open World,Mac|Windows,0.96,14466
100104,Game_104,17.94,Simulation|RPG,Story Rich|Multiplayer|Co-op,Linux|Windows,0.73,98479
100105,Game_105,35.22,Adventure,Open World|Singleplayer|Multiplayer,Windows|Linux|Mac,0.7,66809
100106,Game_106,36.69,RPG|Strategy|Simulation,Open World|Multiplayer|Singleplayer,Windows|Linux|Mac,0.98,47376
100107,Game_107,35.96,Sports|Action|Indie,Open World|Singleplayer|Co-op|Multiplayer,Linux|Mac,0.97,58993
100108,Game_108,5.79,Indie,Open World|Singleplayer|Co-op|Multiplayer,Windows|Mac|Linux,0.6,69099
100109,Game_109,29.65,Indie|Action,Co-op|Competitive|Open World|Story Rich,Mac|Windows|Linux,0.76,77998
100110,Game_110,5.29,Sports|Indie|Simulation,Competitive|Story Rich,Mac|Linux|Windows,0.86,30781
100111,Game_111,24.88,Adventure,Singleplayer|Co-op|Open World,Windows|Mac,0.91,18746
100112,Game_112,21.89,Sports,Competitive|Story Rich|Singleplayer,Windows|Linux,0.66,16581
100113,Game_113,43.15,Sports,Multiplayer|Singleplayer|Open World,Linux,0.79,31020
100114,Game_114,12.55,Adventure|Simulation|Indie,Open World|Multiplayer|Competitive,Linux,0.79,685
100115,Game_115,38.95,Adventure|RPG,Open World|Competitive,Mac|Linux,0.89,77145
100116,Game_116,27.62,Simulation,Singleplayer|Multiplayer,Mac,0.96,68599
100117,Game_117,34.5,RPG|Adventure|Action,Co-op|Competitive,Linux,0.65,95515
100118,Game_118,2.68,RPG|Strategy|Simulation,Multiplayer|Singleplayer,Mac,0.9,44399
100119,Game_119,3.56,Strategy,Competitive|Story Rich,Windows|Mac,0.7,63524
100120,Game_120,40.78,Simulation|RPG,Story Rich|Co-op|Multiplayer,Windows|Mac,0.85,18563
100121,Game_121,15.04,Strategy|RPG|Indie,Open World|Competitive|Co-op,Linux|Windows|Mac,0.88,19038
100122,Game_122,11.33,Simulation|Action|Indie,Singleplayer|Co-op,Windows,0.95,74849
100123,Game_123,11.9,Adventure,Open World|Singleplayer,Windows|Linux,0.69,2191
100124,Game_124,6.7,Action,Singleplayer|Multiplayer,Windows|Mac|Linux,0.77,15357
100125,Game_125,49.31,Strategy|RPG,Open World|Multiplayer,Windows|Mac,0.93,22719
100126,Game_126,39.16,Strategy|Indie,Competitive|Co-op|Singleplayer,Windows|Linux|Mac,0.77,605
100127,Game_127,11.04,Strategy|Action|Simulation,Multiplayer|Story Rich,Linux,0.65,29899
100128,Game_128,39.81,Sports,Story Rich|Open World|Multiplayer,Linux|Windows,0.85,25971
100129,Game_129,11.99,Sports|Strategy,Singleplayer|Co-op,Mac|Linux|Windows,0.88,66733
100130,Game_130,20.09,Adventure|Strategy|Simulation,Story Rich|Co-op|Multiplayer|Open World,Linux|Mac|Windows,0.74,69711
100131,Game_131,31.18,Indie|Simulation|Action,Multiplayer|Competitive|Open World|Story Rich,Windows|Linux,0.98,53576
100132,Game_132,2.38,Adventure|Action|Indie,Co-op|Multiplayer|Competitive,Mac|Linux|Windows,0.77,21647
100133,Game_133,48.17,Sports,Co-op|Story Rich,Linux|Windows|Mac,0.86,81853
100134,Game_134,22.77,Indie,Singleplayer|Story Rich|Multiplayer,Windows,0.83,91986
100135,Game_135,59.48,Strategy,Singleplayer|Story Rich|Multiplayer|Co-op,Windows|Linux,0.78,29342
100136,Game_136,33.9,Adventure,Competitive|Story Rich,Windows|Linux|Mac,0.96,61560
100137,Game_137,53.71,Action|Simulation|RPG,Co-op|Story Rich|Multiplayer,Linux,0.76,25589
100138,Game_138,6.83,Simulation,Open World|Story Rich|Multiplayer|Competitive,Mac|Windows|Linux,0.82,25302
100139,Game_139,8.58,Simulation,Singleplayer|Open World|Competitive|Story Rich,Windows|Mac|Linux,0.73,38546
100140,Game_140,48.3,Strategy|Sports|RPG,Open World|Story Rich,Linux,0.64,54251
100141,Game_141,57.91,Adventure|Sports,Open World|Story Rich,Mac,0.62,43027
100142,Game_142,57.47,Adventure|Sports|RPG,Story Rich|Singleplayer,Linux|Windows|Mac,0.95,75497
100143,Game_143,51.64,RPG,Story Rich|Competitive|Multiplayer,Mac|Linux|Windows,0.95,88368
100144,Game_144,29.73,Sports|Indie,Open World|Story Rich|Multiplayer|Competitive,Windows,0.97,22408
100145,Game_145,20.31,Indie|Strategy|Adventure,Singleplayer|Multiplayer|Story Rich|Open World,Mac|Windows,0.96,75526
100146,Game_146,39.86,Simulation,Co-op|Singleplayer,Linux|Windows|Mac,0.85,92950
100147,Game_147,48.62,Sports|RPG,Competitive|Singleplayer|Co-op,Linux|Mac,0.93,81014
100148,Game_148,27.93,Action|RPG,Co-op|Singleplayer,Windows|Linux,0.88,50935
100149,Game_149,16.52,Sports|Simulation,Singleplayer|Open World|Multiplayer|Co-op,Mac|Windows|Linux,0.93,74083
100150,Game_150,1.02,Sports|Adventure,Story Rich|Open World,Windows,0.66,89887
100151,Game_151,40.72,Strategy|Sports|RPG,Singleplayer|Co-op|Open World|Multiplayer,Mac,0.94,95701
100152,Game_152,19.48,Indie|RPG,Multiplayer|Competitive|Story Rich|Co-op,Windows,0.6,60651
100153,Game_153,16.39,Strategy|Sports,Open World|Competitive,Mac|Linux,0.76,33124
100154,Game_154,19.91,Simulation|Sports|Indie,Co-op|Singleplayer|Open World,Mac|Linux,0.64,95992
100155,Game_155,31.32,Adventure,Multiplayer|Co-op,Windows,0.63,36932
100156,Game_156,25.11,Indie,Story Rich|Multiplayer|Co-op,Mac|Windows,0.67,97399
100157,Game_157,43.94,Strategy|Adventure,Co-op|Singleplayer|Open World|Story Rich,Windows|Linux|Mac,0.76,55907
100158,Game_158,48.91,Strategy|Simulation,Story Rich|Open World|Co-op,Mac|Windows,0.78,18406
100159,Game_159,34.27,Strategy|Action,Singleplayer|Competitive|Multiplayer,Linux|Windows|Mac,0.61,73125
100160,Game_160,15.72,Adventure|Action|Strategy,Story Rich|Multiplayer|Singleplayer,Mac|Linux,0.91,47608
100161,Game_161,49.12,Adventure,Competitive|Story Rich|Co-op|Singleplayer,Linux|Mac|Windows,0.81,55023
100162,Game_162,3.27,Adventure|Indie|RPG,Multiplayer|Competitive|Story Rich,Windows|Linux,0.85,2065
100163,Game_163,40.48,Indie|Sports|RPG,Competitive|Multiplayer,Mac|Linux,0.93,72187
100164,Game_164,51.56,RPG|Simulation,Competitive|Open World|Singleplayer|Multiplayer,Linux,0.68,27607
100165,Game_165,43.42,Strategy|Adventure,Singleplayer|Co-op|Competitive,Mac|Windows|Linux,0.74,63655
100166,Game_166,5.09,Strategy,Singleplayer|Story Rich,Linux,0.68,92022
100167,Game_167,11.49,Indie|Simulation|Sports,Multiplayer|Singleplayer|Open World,Windows,0.75,55424
100168,Game_168,29.52,Simulation|Adventure|Strategy,Open World|Story Rich|Singleplayer,Mac|Windows,0.78,89909
100169,Game_169,56.0,Action|RPG,Open World|Story Rich|Co-op,Mac|Windows|Linux,0.83,39670
100170,Game_170,10.99,Sports|Simulation|Action,Story Rich|Open World,Mac|Linux,0.88,9742
100171,Game_171,50.61,Action,Open World|Singleplayer|Multiplayer,Linux|Windows|Mac,0.92,29903
100172,Game_172,56.56,Action|Adventure,Singleplayer|Multiplayer|Story Rich|Open World,Linux,0.86,42860
100173,Game_173,18.21,Adventure|Strategy,Singleplayer|Story Rich,Linux|Windows|Mac,0.91,24868
100174,Game_174,39.15,Adventure,Multiplayer|Open World,Linux|Mac,0.71,85675
100175,Game_175,18.97,Adventure|Sports,Co-op|Story Rich|Singleplayer,Windows|Linux,0.71,60161
100176,Game_176,44.08,Simulation|Adventure|Indie,Singleplayer|Co-op|Open World|Story Rich,Windows|Linux,0.77,31037
100177,Game_177,2.31,Indie,Co-op|Story Rich,Linux|Mac|Windows,0.69,42204
100178,Game_178,25.94,Simulation,Co-op|Open World,Mac|Linux,0.96,56231
100179,Game_179,9.75,Simulation,Open World|Multiplayer|Co-op,Linux,0.65,76258
100180,Game_180,48.44,Action|Indie|Adventure,Singleplayer|Multiplayer|Open World|Co-op,Linux|Mac,0.75,69607
100181,Game_181,52.61,Indie|Action,Co-op|Multiplayer|Story Rich|Open World,Windows|Linux,0.83,46644
100182,Game_182,39.84,RPG,Competitive|Open World|Co-op,Mac|Windows|Linux,0.86,32662
100183,Game_183,59.05,Action,Competitive|Open World|Singleplayer,Mac,0.94,9812
100184,Game_184,26.55,Simulation|Sports,Co-op|Multiplayer|Story Rich,Windows,0.68,34106
100185,Game_185,40.37,Simulation|Indie,Singleplayer|Open World,Windows|Mac,0.7,81824
100186,Game_186,42.21,Sports|Strategy|RPG,Co-op|Competitive|Open World|Multiplayer,Windows,0.66,36850
100187,Game_187,45.2,Adventure|RPG|Indie,Singleplayer|Competitive,Linux|Windows,0.69,36362
100188,Game_188,15.31,Simulation,Open World|Story Rich|Multiplayer|Competitive,Windows|Mac|Linux,0.89,6584
100189,Game_189,9.66,Indie|RPG,Story Rich|Co-op,Windows|Linux|Mac,0.77,99947
100190,Game_190,16.62,Simulation|Action,Competitive|Story Rich,Linux|Mac,0.83,95636
100191,Game_191,4.09,Adventure|RPG,Multiplayer|Story Rich,Mac|Windows|Linux,0.78,50163
100192,Game_192,50.44,Adventure|Action,Singleplayer|Competitive,Linux|Mac,0.66,52291
100193,Game_193,48.5,Action,Singleplayer|Co-op|Multiplayer|Story Rich,Mac|Linux,0.93,83504
100194,Game_194,54.14,Sports,Co-op|Multiplayer|Singleplayer|Competitive,Linux|Windows,0.65,50011
100195,Game_195,22.86,Sports,Co-op|Singleplayer|Competitive|Open World,Linux|Mac,0.71,31380
100196,Game_196,59.16,Indie,Open World|Multiplayer,Windows|Linux|Mac,0.77,41289
100197,Game_197,59.72,Adventure,Competitive|Multiplayer|Story Rich,Windows|Linux|Mac,0.74,18065
100198,Game_198,57.06,Simulation|RPG|Sports,Story Rich|Competitive,Linux|Mac,0.77,3135
100199,Game_199,46.06,Strategy,Story Rich|Competitive|Singleplayer|Multiplayer,Linux|Mac|Windows,0.81,8919
100200,Game_200,4.63,Action|Indie|Sports,Co-op|Open World,Linux,0.94,97168
100201,Game_201,7.06,RPG|Action,Multiplayer|Open World|Singleplayer,Mac,0.97,29840
100202,Game_202,54.02,Adventure,Open World|Co-op|Story Rich|Multiplayer,Linux,0.74,15503
100203,Game_203,56.29,Sports,Singleplayer|Co-op|Open World,Mac,0.69,6740
100204,Game_204,35.32,Action,Multiplayer|Competitive|Co-op,Mac|Windows|Linux,0.89,76480
100205,Game_205,0.64,Simulation|Strategy|RPG,Competitive|Open World,Linux|Mac,0.89,43405
100206,Game_206,55.24,Indie|Adventure,Story Rich|Open World|Competitive|Singleplayer,Linux|Windows|Mac,0.94,9924
100207,Game_207,32.32,RPG|Indie|Adventure,Open World|Singleplayer|Competitive,Mac|Windows,0.73,4436
100208,Game_208,5.0,Adventure|Sports|Simulation,Multiplayer|Story Rich|Co-op,Mac|Windows|Linux,0.88,1071
100209,Game_209,33.94,Indie|RPG|Adventure,Open World|Co-op|Story Rich|Multiplayer,Windows,0.77,20503
100210,Game_210,41.93,Simulation|Adventure|Sports,Story Rich|Competitive,Windows,0.83,43663
100211,Game_211,22.6,Simulation|RPG,Story Rich|Open World,Windows|Mac,0.71,49516
100212,Game_212,26.3,Action|Simulation|Adventure,Singleplayer|Story Rich|Co-op|Multiplayer,Windows,0.79,45570
100213,Game_213,42.37,RPG,Multiplayer|Competitive|Open World,Linux,0.82,64666
100214,Game_214,24.43,Action,Co-op|Open World,Linux|Windows|Mac,0.95,40324
100215,Game_215,42.34,Strategy|Sports|Indie,Co-op|Open World|Competitive|Story Rich,Linux,0.96,39212
100216,Game_216,27.8,Sports|Strategy,Story Rich|Multiplayer,Linux|Windows|Mac,0.69,52278
100217,Game_217,10.71,RPG|Adventure|Indie,Open World|Story Rich,Linux|Mac|Windows,0.88,83483
100218,Game_218,10.61,Adventure|Strategy,Open World|Competitive,Windows|Linux,0.64,12733
100219,Game_219,28.03,Adventure|RPG|Simulation,Co-op|Open World,Mac,0.63,32261
100220,Game_220,3.13,Adventure|Sports|Strategy,Singleplayer|Open World,Windows,0.83,99312
100221,Game_221,55.27,Action,Story Rich|Open World|Multiplayer|Competitive,Mac,0.87,83772
100222,Game_222,53.86,RPG|Strategy|Action,Open World|Co-op|Multiplayer|Story Rich,Mac|Windows|Linux,0.62,3751
100223,Game_223,14.67,Indie,Competitive|Singleplayer|Story Rich|Co-op,Windows,0.74,96552
100224,Game_224,9.67,Sports|Adventure|Simulation,Open World|Competitive,Mac|Windows|Linux,0.88,704
100225,Game_225,37.54,Action,Open World|Co-op|Multiplayer|Singleplayer,Windows|Linux|Mac,0.71,95548
100226,Game_226,18.35,Action|Adventure,Multiplayer|Story Rich,Linux,0.93,24698
100227,Game_227,4.61,Adventure|Indie|RPG,Competitive|Multiplayer,Mac|Windows|Linux,0.86,80020
100228,Game_228,49.22,RPG|Strategy|Adventure,Co-op|Competitive,Mac|Linux,0.94,59590
100229,Game_229,55.92,Strategy,Story Rich|Open World|Singleplayer,Linux,0.85,62979
100230,Game_230,0.49,Simulation|Sports|RPG,Competitive|Co-op,Windows|Linux|Mac,0.84,51805
100231,Game_231,9.63,Adventure|Sports|Indie,Multiplayer|Story Rich,Mac,0.68,39703
100232,Game_232,12.99,RPG|Sports|Adventure,Singleplayer|Open World,Linux|Windows|Mac,0.69,45819
100233,Game_233,34.71,Adventure|Simulation,Open World|Singleplayer|Competitive|Co-op,Mac,0.96,27456
100234,Game_234,50.36,Action,Competitive|Open World,Linux|Windows|Mac,0.61,19118
100235,Game_235,21.72,Sports|Strategy|Simulation,Open World|Competitive,Mac,0.82,35456
100236,Game_236,39.46,Adventure|Indie|Simulation,Competitive|Story Rich,Windows|Linux|Mac,0.64,73839
100237,Game_237,18.02,Sports|Strategy|RPG,Story Rich|Co-op,Windows|Linux|Mac,0.96,16542
100238,Game_238,17.85,Simulation|Action|Strategy,Singleplayer|Competitive|Story Rich|Multiplayer,Windows|Mac,0.89,4205
100239,Game_239,1.75,Action|Strategy|Adventure,Competitive|Multiplayer|Co-op,Linux,0.77,73402
100240,Game_240,27.42,Simulation,Story Rich|Open World,Windows,0.9,79902
100241,Game_241,7.11,RPG,Co-op|Singleplayer|Open World,Windows,0.72,63389
100242,Game_242,43.5,Indie,Open World|Singleplayer|Co-op,Mac,0.96,44937
100243,Game_243,15.28,Adventure,Co-op|Story Rich,Windows|Linux|Mac,0.89,46282
100244,Game_244,0.88,RPG|Simulation|Action,Competitive|Multiplayer|Singleplayer|Open World,Mac|Linux,0.66,89233
100245,Game_245,33.06,Strategy,Story Rich|Open World|Multiplayer,Windows|Mac|Linux,0.72,5552
100246,Game_246,50.36,Action|RPG|Sports,Multiplayer|Open World|Story Rich,Windows,0.91,98377
100247,Game_247,20.49,Adventure|Strategy,Multiplayer|Singleplayer|Open World|Competitive,Mac|Windows,0.6,27695
100248,Game_248,37.73,Indie|Strategy,Singleplayer|Multiplayer|Competitive,Mac|Linux,0.7,68565
100249,Game_249,52.43,Adventure,Singleplayer|Story Rich|Open World,Linux|Mac|Windows,0.64,84765
100250,Game_250,49.8,Simulation|Strategy|RPG,Singleplayer|Open World|Story Rich|Co-op,Windows|Mac,0.87,82491
100251,Game_251,35.55,Sports|RPG,Singleplayer|Story Rich|Open World|Competitive,Windows|Mac|Linux,0.76,30727
100252,Game_252,50.03,Adventure|Sports,Open World|Competitive|Co-op,Linux|Windows,0.67,22237
100253,Game_253,14.88,Indie|Action|Simulation,Singleplayer|Multiplayer|Competitive,Linux,0.71,36446
100254,Game_254,54.97,Adventure,Open World|Story Rich,Windows|Mac,0.62,87504
100255,Game_255,54.48,Strategy|Indie|Action,Multiplayer|Singleplayer|Story Rich,Windows|Linux|Mac,0.89,13018
100256,Game_256,3.19,Indie|Simulation,Co-op|Singleplayer|Competitive,Linux,0.66,51174
100257,Game_257,32.05,Adventure|Sports,Co-op|Competitive|Open World|Singleplayer,Windows|Mac,0.7,3512
100258,Game_258,53.03,Action,Competitive|Singleplayer|Story Rich,Mac|Linux|Windows,0.66,72848
100259,Game_259,27.6,Sports|RPG|Action,Open World|Co-op,Linux|Mac,0.74,56950
100260,Game_260,12.45,Indie,Story Rich|Multiplayer|Singleplayer,Windows|Linux,0.91,25963
100261,Game_261,24.98,Indie,Multiplayer|Competitive,Mac|Linux|Windows,0.66,15837
100262,Game_262,53.76,Adventure|Simulation,Competitive|Story Rich|Multiplayer,Linux|Windows,0.96,73674
100263,Game_263,14.07,Adventure|Sports,Multiplayer|Open World|Singleplayer|Competitive,Mac|Windows,0.92,21534
100264,Game_264,12.66,Sports|Adventure|Strategy,Open World|Co-op,Windows,0.85,71848
100265,Game_265,30.74,Adventure|Strategy|Action,Multiplayer|Open World|Competitive|Singleplayer,Windows|Linux,0.79,72162
100266,Game_266,37.99,RPG|Action|Simulation,Story Rich|Multiplayer,Windows|Mac,0.95,25978
100267,Game_267,43.18,Sports,Story Rich|Open World|Competitive,Windows|Mac,0.9,38539
